grant_id,post_id,award_date,award_year,organization,title,amount_usd,focus_areas,funding_type,url
grants-25703-0,25703,2025-02-06,2025,University of Pretoria,Far-UVC Study,754525.0,Biosecurity & Pandemic Preparedness,Grants,https://coefficientgiving.org/grants/university-of-pretoria-far-uvc-study/
grants-24635-0,24635,2025-02-10,2025,Center for Building in North America,Building Code Reform,500000.0,Abundance & Growth; Housing Policy Reform,Grants,https://coefficientgiving.org/grants/center-for-building-in-north-america-building-code-reform-2025/
grants-25747-0,25747,2025-02-11,2025,Pakistan Air Quality Initiative,Air Quality in Pakistan (Contract),200000.0,Air Quality,Grants,https://coefficientgiving.org/grants/pakistan-air-quality-initiative-air-quality-in-pakistan-2025/
grants-26059-0,26059,2025-02-11,2025,Union,Animal Welfare Documentary,30000.0,Farm Animal Welfare; Farm Animal Welfare in Europe,Grants,https://coefficientgiving.org/grants/union-animal-welfare-documentary/
grants-36986-0,36986,2025-02-11,2025,National Bureau of Economic Research,National Bureau of Economic Research — Innovation Policy Working Group,457386.0,Abundance & Growth; Innovation Policy,Grants,https://coefficientgiving.org/grants/national-bureau-of-economic-research-innovation-policy-working-group-2/
grants-25096-0,25096,2025-02-12,2025,Alianima,Corporate Pledge Implementation in Brazil,999997.0,Cage-Free Reforms; Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/alianima-corporate-pledge-implementation-in-brazil-2025/
grants-26103-0,26103,2025-02-13,2025,Centre for the Governance of AI,AI Governance Field-building,441613.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/govai-ai-governance-field-building-february-2025/
grants-26018-0,26018,2025-02-14,2025,University of Illinois Urbana-Champaign,Zero-knowledge Proofs for Secure AI Audits (Daniel Kang),615000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/university-of-illinois-urbana-champaign-zero-knowledge-proofs-for-secure-ai-audits/
grants-28190-0,28190,2025-02-16,2025,Clinton Health Access Initiative,Scoping Strategies for Lead Exposure,287500.0,Lead Exposure Action Fund,Grants,https://coefficientgiving.org/grants/scoping-strategies-for-lead-exposure/
grants-28270-0,28270,2025-02-16,2025,Animal Friends Jogja,Farm Animal Welfare in Indonesia,365200.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/farm-animal-welfare-in-indonesia/
grants-26271-0,26271,2025-02-17,2025,Humánny pokrok,Chicken Welfare Campaigns in Slovakia,402933.0,Farm Animal Welfare; Farm Animal Welfare in Europe,Grants,https://coefficientgiving.org/grants/humanny-pokrok-chicken-welfare-campaigns-in-slovakia-2025/
grants-24637-0,24637,2025-02-18,2025,SecureBio,Nucleic Acid Observatory,3430000.0,Biosecurity & Pandemic Preparedness,Grants,https://coefficientgiving.org/grants/securebio-nucleic-acid-observatory/
grants-24728-0,24728,2025-02-18,2025,Vaccine Formulation Institute,Clinical Development of Novel Adjuvants,5732100.0,Infectious Diseases; Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/vaccine-formulation-institute-clinical-development-of-novel-adjuvants/
grants-26238-0,26238,2025-02-18,2025,Kyle House Group,Aid Policy Strategy (Contract),930000.0,Global Aid Policy,Grants,https://coefficientgiving.org/grants/kyle-house-group-aid-policy-strategy-2025/
grants-24640-0,24640,2025-02-19,2025,Center for Global Development,General Support,1500000.0,Global Aid Policy,Grants,https://coefficientgiving.org/grants/center-for-global-development-general-support-2025/
grants-25509-0,25509,2025-02-19,2025,Produtor do Bem,Farm Animal Welfare Certification in Brazil,600000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/produtor-do-bem-certificao-farm-animal-welfare-certification-in-brazil-2025/
grants-26025-0,26025,2025-02-20,2025,"University of California, San Francisco",Communal Computing Technology,1500000.0,Abundance & Growth; Innovation Policy,Grants,https://coefficientgiving.org/grants/ucsf-communal-computing-technology/
grants-26105-0,26105,2025-02-20,2025,"80,000 Hours",Marketing,2700000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/80000-hours-marketing-2025/
grants-24905-0,24905,2025-02-21,2025,Global Shield,Global Catastrophic Risks Advocacy,2320000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/global-shield-global-catastrophic-risks-advocacy/
grants-26027-0,26027,2025-02-21,2025,Desegregate CT,YIMBYtown Conference,75000.0,Abundance & Growth; Housing Policy Reform,Grants,https://coefficientgiving.org/grants/desegregatect-yimbytown-2025/
grants-24745-0,24745,2025-02-24,2025,1Day Sooner,General Support,3000000.0,Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/1day-sooner-general-support-2025/
grants-26426-0,26426,2025-02-24,2025,Gordon Research Conferences,2025 Malaria Conference,100000.0,Infectious Diseases; Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/gordon-research-conferences-malaria-conference-2025/
grants-25071-0,25071,2025-02-25,2025,PoliPoli,Global Health Aid Advocacy and Incubation,218200.0,Global Aid Policy,Grants,https://coefficientgiving.org/grants/polipoli-global-health-aid-advocacy-and-incubation-2025/
grants-26065-0,26065,2025-02-25,2025,"University of California, Berkeley",Fieldwork Trip for Proposed RCT,20000.0,Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/uc-berkeley-fieldwork-trip-for-proposed-rct/
grants-25632-0,25632,2025-02-26,2025,Dartmouth,Economics Ph.D. Fellowship,134200.0,Effective Giving & Careers,Grants,https://coefficientgiving.org/grants/dartmouth-economics-ph-d-fellowship/
grants-25083-0,25083,2025-02-27,2025,Compromiso Verde,Cage-Free Campaigns in Peru,324000.0,Cage-Free Reforms; Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/compromiso-verde-cage-free-campaigns-in-peru-2025/
grants-25642-0,25642,2025-02-27,2025,"Berkeley Center for Responsible, Decentralized Intelligence",AI Safety Competition Prizes,20000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/llm-agents-hackathon-ai-safety-competition-prizes/
grants-26020-0,26020,2025-02-27,2025,Centre for the Governance of AI,General Support,2995207.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/govai-general-support-february-2025/
grants-26094-0,26094,2025-02-27,2025,Fish Welfare Initiative,Fish Welfare in India,650000.0,Farm Animal Welfare; Fish Welfare,Grants,https://coefficientgiving.org/grants/fish-welfare-initiative-fish-welfare-in-india-2025/
grants-25032-0,25032,2025-02-28,2025,Forecasting Research Institute,General Support,10080000.0,Forecasting,Grants,https://coefficientgiving.org/grants/forecasting-research-institute-general-support/
grants-25511-0,25511,2025-02-28,2025,Animal Advocacy Careers,General Support,500000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/animal-advocacy-careers-general-support-2025/
grants-25980-0,25980,2025-03-03,2025,University of Oxford,Oxford AI Governance Initiative,5423018.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/university-of-oxford-oxford-ai-governance-initiative/
grants-25839-0,25839,2025-03-04,2025,Rethink Priorities,Global Health & Development Team Support,1500000.0,Effective Giving & Careers,Grants,https://coefficientgiving.org/grants/rethink-priorities-global-health-development-team-support/
grants-25909-0,25909,2025-03-05,2025,London Initiative for Safe AI,General Support,1647005.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/london-initiative-for-safe-ai-general-support-2025/
grants-25914-0,25914,2025-03-06,2025,Catalyst,Cage-free Campaigns,745000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/catalyst-cage-free-campaigns/
grants-28351-0,28351,2025-03-06,2025,Tarbell Center for AI Journalism,Operating Costs,2888000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/operating-costs/
grants-26090-0,26090,2025-03-10,2025,"Council on Energy, Environment, and Water",Study on Alternative Proteins in India,148000.0,Alternatives to Animal Products; Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/council-on-energy-environment-and-water-study-on-alternative-proteins-in-india/
grants-26222-0,26222,2025-03-11,2025,University of Edinburgh,Treatments for Preterm Birth,5900000.0,Maternal and Newborn Health; Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/university-of-edinburgh-treatments-for-preterm-birth/
grants-26086-0,26086,2025-03-12,2025,Epoch,FrontierMath Benchmark Improvements,70000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/epoch-ai-frontiermath-benchmark-improvements/
grants-26428-0,26428,2025-03-12,2025,Albion East,Aid Policy Advocacy,606849.0,Global Aid Policy,Grants,https://coefficientgiving.org/grants/albion-east-aid-policy-advocacy/
grants-25973-0,25973,2025-03-14,2025,Animal Justice Canada,Cage-free Corporate Campaigns,400000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/animal-justice-canada-cage-free-corporate-campaigns-2025/
grants-26081-0,26081,2025-03-14,2025,MATS Research,AI Safety Research Expenses,6880000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/mats-research-ai-safety-research-expenses-2025/
grants-26234-0,26234,2025-03-14,2025,Sincxpress Education,Mechanistic Interpretability Course Development,30000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/sincxpress-education-mechanistic-interpretability-course-development/
grants-28186-0,28186,2025-03-16,2025,Resolve To Save Lives,Lead Poisoning Elimination in Nigeria,3040000.0,Lead Exposure Action Fund,Grants,https://coefficientgiving.org/grants/lead-poisoning-elimination-in-nigeria/
grants-28268-0,28268,2025-03-16,2025,Stanford University,AI Standards Report (Colin Kahl),387500.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/ai-standards-report/
grants-28770-0,28770,2025-03-16,2025,Eradavir,Influenza Treatment RCT (Investment),250000.0,Infectious Diseases; Science and Global Health R&D,Investments,https://coefficientgiving.org/grants/influenza-treatment-rct/
grants-28963-0,28963,2025-03-16,2025,Founders Pledge,General Support,4000000.0,Effective Giving & Careers,Grants,https://coefficientgiving.org/grants/general-support-13/
grants-35903-0,35903,2025-03-17,2025,Centre for Effective Altruism,Events and Travel Support,430000.0,Effective Giving & Careers,Grants,https://coefficientgiving.org/grants/events-and-travel-support/
grants-25112-0,25112,2025-03-18,2025,Civita,Aid Policy Program,240000.0,Global Aid Policy,Grants,https://coefficientgiving.org/grants/civita-aid-policy-program-2025/
grants-25640-0,25640,2025-03-18,2025,Children’s National Research Institute,Diagnostic AI for Rheumatic Heart Disease,563248.0,Noninfectious Diseases; Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/childrens-national-research-institute-diagnostic-ai-for-rheumatic-heart-disease/
grants-25832-0,25832,2025-03-18,2025,AI Safety Argentina,Research Scholarships,77000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/ai-safety-argentina-research-scholarships-2025/
grants-26092-0,26092,2025-03-18,2025,Institute for Security and Technology,Semiconductor Policy,284034.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/institute-for-security-and-technology-semiconductor-policy/
grants-26098-0,26098,2025-03-18,2025,SecureBio,AI Biological Capabilities Dashboard,58450.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/securebio-ai-biological-capabilities-dashboard/
grants-25103-0,25103,2025-03-19,2025,Freedom and Respect for Every Earthling (F.R.E.E.),Broiler and Cage-Free Reforms in Romania,96000.0,Farm Animal Welfare; Farm Animal Welfare in Europe,Grants,https://coefficientgiving.org/grants/f-r-e-e-broiler-and-cage-free-reforms-in-romania-2025/
grants-25264-0,25264,2025-03-21,2025,Speculative Technologies,Leadership Training Program,500000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/speculative-technologies-leadership-training-program/
grants-25916-0,25916,2025-03-21,2025,London School of Hygiene and Tropical Medicine,TB Vaccine Modeling,197429.0,Infectious Diseases; Policy and Practice; Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/london-school-of-hygiene-and-tropical-medicine-tb-vaccine-modeling/
grants-25907-0,25907,2025-03-24,2025,SeedAI,General Support,1610178.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/seedai-general-support/
grants-26062-0,26062,2025-03-24,2025,International Initiative for Impact Evaluation,Follow-up of Mozambique Preschool Trial,169691.0,Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/international-initiative-for-impact-evaluation-follow-up-of-mozambique-preschool-trial/
grants-26096-0,26096,2025-03-24,2025,SecureBio,AI Benchmark Improvements,37000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/securebio-ai-benchmark-improvements/
grants-26114-0,26114,2025-03-24,2025,Ambitious Impact,General Support,1950000.0,Effective Giving & Careers,Grants,https://coefficientgiving.org/grants/ambitious-impact-general-support-2025/
grants-25110-0,25110,2025-03-25,2025,Environment & Animal Society of Taiwan,Farm Animal Welfare in Taiwan,650000.0,Farm Animal Welfare; Farm Animal Welfare in Asia,Grants,https://coefficientgiving.org/grants/environment-animal-society-of-taiwan-farm-animal-welfare-in-taiwan-2025/
grants-26040-0,26040,2025-03-25,2025,The Breakthrough Institute,Abundance 2025 Conference,50000.0,Abundance & Growth,Grants,https://coefficientgiving.org/grants/the-breakthrough-institute-abundance-conference/
grants-25101-0,25101,2025-03-26,2025,Massachusetts Institute of Technology Media Lab,General Support,264000.0,Biosecurity & Pandemic Preparedness,Grants,https://coefficientgiving.org/grants/massachusetts-institute-of-technology-media-lab-general-support/
grants-25757-0,25757,2025-03-26,2025,Brown University,Brown's Pandemic Center,450000.0,Biosecurity & Pandemic Preparedness,Grants,https://coefficientgiving.org/grants/brown-university-pandemic-center/
grants-26232-0,26232,2025-03-26,2025,Stanford University,Transformative AI Summer Program (Philip Trammell),165000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/stanford-university-transformative-ai-summer-program/
grants-25905-0,25905,2025-03-27,2025,YIMBY Melbourne,General Support (Predates Fund),500000.0,Abundance & Growth; Housing Policy Reform,Grants,https://coefficientgiving.org/grants/yimby-melbourne-general-support/
grants-26192-0,26192,2025-03-28,2025,Epistea,AI Safety Conference,200000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/epistea-ai-safety-conference/
